place_fips,place_name,full_fips,county_name,coverage_percentage
5513587,Ceex Haci CDP,55141,Wood County,100
4146800,Meacham CDP,41059,Umatilla County,100
5021700,East Middlebury CDP,50001,Addison County,100
0421545,East Verde Estates CDP,04007,Gila County,100
5502600,Argonne CDP,55041,Forest County,100
5673615,Story CDP,56033,Sheridan County,100
3649605,Natural Bridge CDP,36045,Jefferson County,100
3648538,Morrisonville CDP,36019,Clinton County,100
3669364,South Lima CDP,36051,Livingston County,100
3002350,Argenta CDP,30001,Beaverhead County,100
4220752,East Altoona CDP,42013,Blair County,100
4521310,Dunean CDP,45045,Greenville County,100
0606518,Big Creek CDP,06019,Fresno County,100
2956126,Paradise CDP,29047,Clay County,100
0618352,Del Aire CDP,06037,Los Angeles County,100
1833178,Herbst CDP,18053,Grant County,100
7223341,Del Carmen comunidad,72027,Camuy Municipio,100
0451800,Padre Ranchitos CDP,04027,Yuma County,100
0473490,Theba CDP,04013,Maricopa County,100
0474540,Tonopah CDP,04013,Maricopa County,100
3414590,Columbia CDP,34041,Warren County,100
2518595,East Brookfield CDP,25027,Worcester County,100
0613364,Chualar CDP,06053,Monterey County,100
2484225,Whitehaven CDP,24045,Wicomico County,100
3378500,Warner CDP,33013,Merrimack County,100
4105300,Beaver Marsh CDP,41035,Klamath County,100
2764547,The Ranch CDP,27087,Mahnomen County,100
1344060,Knoxville CDP,13079,Crawford County,100
2205260,Bayou Country Club CDP,22057,Lafourche Parish,100
4864307,Salida del Sol Estates CDP,48215,Hidalgo County,100
3401825,Arrowhead Lake CDP,34011,Cumberland County,100
0438290,Kleindale CDP,04019,Pima County,100
1256475,Pine Air CDP,12099,Palm Beach County,100
3615187,Cherry Creek CDP,36013,Chautauqua County,100
5458252,Newark CDP,54105,Wirt County,100
3667631,Slaterville Springs CDP,36109,Tompkins County,100
4259160,Penns Creek CDP,42109,Snyder County,100
3730800,Henrietta CDP,37161,Rutherford County,100
5337926,Lakeview CDP,53025,Grant County,100
5510425,Browns Lake CDP,55101,Racine County,100
5480476,Tioga CDP,54067,Nicholas County,100
4255792,Numidia CDP,42037,Columbia County,100
4726180,Finley CDP,47045,Dyer County,100
2680720,Trufant CDP,26117,Montcalm County,100
3650276,New Hamburg CDP,36027,Dutchess County,100
4116800,Crescent Lake CDP,41035,Klamath County,100
4760800,Prospect CDP,47055,Giles County,100
2304685,Berwick CDP,23031,York County,100
3629520,Gorham CDP,36069,Ontario County,100
3874660,Spiritwood CDP,38093,Stutsman County,100
2902692,Avalon CDP,29117,Livingston County,100
4262384,Potters Mills CDP,42027,Centre County,100
0470240,Summit CDP,04019,Pima County,100
4671440,White Rock Colony CDP,46109,Roberts County,100
1211150,Cedar Grove CDP,12005,Bay County,100
5404900,Baxter CDP,54049,Marion County,100
2636590,Haring CDP,26165,Wexford County,100
3741220,Marble CDP,37039,Cherokee County,100
4243320,Lime Ridge CDP,42037,Columbia County,100
0416830,Cowlic CDP,04019,Pima County,100
4227976,Friesville CDP,42013,Blair County,100
3080200,Whitewater CDP,30071,Phillips County,100
2935180,Indian Lake CDP,29055,Crawford County,100
3153575,Woodland Hills CDP,31131,Otoe County,100
4241104,Lamar CDP,42035,Clinton County,100
0808620,Briggsdale CDP,08123,Weld County,100
0660705,Ridgecrest Heights CDP,06029,Kern County,100
5058525,Readsboro CDP,50003,Bennington County,100
4285968,Witmer CDP,42071,Lancaster County,100
2004575,Bavaria CDP,20169,Saline County,100
3041725,Kremlin CDP,30041,Hill County,100
3448930,Mount Hope CDP,34027,Morris County,100
3644908,Manhasset Hills CDP,36059,Nassau County,100
2168214,Salvisa CDP,21167,Mercer County,100
4814882,Chula Vista CDP,48507,Zavala County,100
1254912,Paradise Heights CDP,12095,Orange County,100
0839250,Jansen CDP,08071,Las Animas County,100
4607140,Bridger CDP,46137,Ziebach County,100
2177124,Tolu CDP,21055,Crittenden County,100
3052185,Mountain View Colony CDP,30111,Yellowstone County,100
4147300,Mehama CDP,41047,Marion County,100
0554410,Pencil Bluff CDP,05097,Montgomery County,100
4869708,Spring Gardens CDP,48355,Nueces County,100
0983586,Westport Village CDP,09001,Fairfield County,100
1276740,West Samoset CDP,12081,Manatee County,100
5573675,Shopiere CDP,55105,Rock County,100
0482810,Wide Ruins CDP,04001,Apache County,100
3541970,Loco Hills CDP,35015,Eddy County,100
3527410,Fort Wingate CDP,35031,McKinley County,100
4548670,Mountville CDP,45059,Laurens County,100
2407400,Big Spring CDP,24043,Washington County,100
3619510,Cuylerville CDP,36051,Livingston County,100
1660880,Parkline CDP,16009,Benewah County,100
4642440,Millbrook Colony CDP,46061,Hanson County,100
2424925,Edesville CDP,24029,Kent County,100
3632523,Hartsdale CDP,36119,Westchester County,100
4233888,Henrietta CDP,42013,Blair County,100
1727377,Fowler CDP,17001,Adams County,100
3955244,New Pittsburg CDP,39169,Wayne County,100
1216937,DeLand Southwest CDP,12127,Volusia County,100
3904136,Bass Lake CDP,39055,Geauga County,100
3664056,Ruby CDP,36111,Ulster County,100
2043050,Lowell CDP,20021,Cherokee County,100
4755280,Ocoee CDP,47139,Polk County,100
4126450,Fort Klamath CDP,41035,Klamath County,100
4846080,Magnolia Beach CDP,48057,Calhoun County,100
4972720,Stansbury Park CDP,49045,Tooele County,100
4251008,Morgan Hill CDP,42095,Northampton County,100
4000350,Adamson CDP,40121,Pittsburg County,100
2531295,Housatonic CDP,25003,Berkshire County,100
3602121,Andes CDP,36025,Delaware County,100
4003815,Badger Lee CDP,40135,Sequoyah County,100
5411620,Burlington CDP,54057,Mineral County,100
3947445,Maplewood Park CDP,39155,Trumbull County,100
3548425,Middle Frisco CDP,35003,Catron County,100
4556545,Pimlico CDP,45015,Berkeley County,100
0535260,Jerusalem CDP,05029,Conway County,100
4865050,San Carlos II CDP,48479,Webb County,100
3125510,King Lake CDP,31055,Douglas County,100
3622623,East Norwich CDP,36059,Nassau County,100
0880095,Valdez CDP,08071,Las Animas County,100
7204701,Bajandas comunidad,72069,Humacao Municipio,100
3065425,St. Mary CDP,30035,Glacier County,100
5144476,Laurel Park CDP,51089,Henry County,100
7263503,Playita comunidad,72123,Salinas Municipio,100
1644560,Laclede CDP,16017,Bonner County,100
4866686,Seis Lagos CDP,48085,Collin County,100
5148232,McGaheysville CDP,51165,Rockingham County,100
1902665,Argo CDP,19163,Scott County,100
3481620,Windsor CDP,34021,Mercer County,100
0662625,Rolling Hills CDP,06039,Madera County,100
4246312,McKnightstown CDP,42001,Adams County,100
7233296,Hatillo zona urbana,72065,Hatillo Municipio,100
4213992,Claysburg CDP,42013,Blair County,100
1369728,Seville CDP,13315,Wilcox County,100
3151350,Wann CDP,31155,Saunders County,100
4241904,Lavelle CDP,42107,Schuylkill County,100
3955062,New Marshfield CDP,39009,Athens County,100
2662400,Paris CDP,26107,Mecosta County,100
3477330,Washington Crossing CDP,34021,Mercer County,100
0416360,Cottonwood CDP,04001,Apache County,100
3431170,Hibernia CDP,34027,Morris County,100
0838480,Idledale CDP,08059,Jefferson County,100
3049750,Miller Colony CDP,30099,Teton County,100
6665100,Sinajana CDP,66010,Guam,100
1818658,Dresser CDP,18167,Vigo County,100
2852680,North Tunica CDP,28143,Tunica County,100
4032400,Hanson CDP,40135,Sequoyah County,100
3152855,White Clay CDP,31161,Sheridan County,100
1849806,Milroy CDP,18139,Rush County,100
5304370,Barstow CDP,53019,Ferry County,100
3406130,Blairstown CDP,34041,Warren County,100
0655044,Pajaro CDP,06053,Monterey County,100
5180224,Upperville CDP,51061,Fauquier County,100
7203024,Animas comunidad,72013,Arecibo Municipio,100
2827620,Glendale CDP,28035,Forrest County,100
4835754,Iglesia Antigua CDP,48061,Cameron County,100
5423524,East View CDP,54033,Harrison County,100
1351744,Mineral Bluff CDP,13111,Fannin County,100
3976890,Tippecanoe CDP,39067,Harrison County,100
4270640,Sidman CDP,42021,Cambria County,100
4217368,Cross Keys CDP,42013,Blair County,100
4521130,Dunbar CDP,45043,Georgetown County,100
5472004,Sarah Ann CDP,54045,Logan County,100
4822920,El Chaparral CDP,48427,Starr County,100
4219040,Devon CDP,42029,Chester County,100
2916138,Connelsville CDP,29001,Adair County,100
4284968,Wiconsico CDP,42043,Dauphin County,100
1721020,Dundas CDP,17159,Richland County,100
3028725,Forty Mile Colony CDP,30003,Big Horn County,100
1249275,North DeLand CDP,12127,Volusia County,100
2121358,Diablock CDP,21193,Perry County,100
1749698,Mitchell CDP,17119,Madison County,100
2664100,Pilgrim CDP,26019,Benzie County,100
4874228,Umbarger CDP,48381,Randall County,100
7208099,Boquerón comunidad,72085,Las Piedras Municipio,100
2219490,Darrow CDP,22005,Ascension Parish,100
5504925,Barronett CDP,55005,Barron County,100
1240562,Limestone Creek CDP,12099,Palm Beach County,100
4116350,Crabtree CDP,41043,Linn County,100
0415150,Concho CDP,04001,Apache County,100
4801816,Alfred CDP,48249,Jim Wells County,100
4857128,Petty CDP,48277,Lamar County,100
3932298,Greentown CDP,39151,Stark County,100
2422775,Derwood CDP,24031,Montgomery County,100
3550195,Morningside CDP,35015,Eddy County,100
0801640,Alpine CDP,08105,Rio Grande County,100
3522390,Edith Endave CDP,35001,Bernalillo County,100
4830560,Grangerland CDP,48339,Montgomery County,100
5558100,North Lake CDP,55133,Waukesha County,100
1751310,Mulkeytown CDP,17055,Franklin County,100
1868004,San Pierre CDP,18149,Starke County,100
4849411,Morning Glory CDP,48141,El Paso County,100
3106680,Brownlee CDP,31031,Cherry County,100
1317580,Coleman CDP,13243,Randolph County,100
0648676,Monson CDP,06107,Tulare County,100
4814290,Chapeno CDP,48427,Starr County,100
2820610,Eagle Bend CDP,28149,Warren County,100
3663429,Romulus CDP,36099,Seneca County,100
3630807,Greigsville CDP,36051,Livingston County,100
0611166,Caribou CDP,06063,Plumas County,100
0685866,Wilsonia CDP,06107,Tulare County,100
4003900,Baker CDP,40139,Texas County,100
4817408,Coyanosa CDP,48371,Pecos County,100
4875614,Villa Pancho CDP,48061,Cameron County,100
7246960,Los Héroes comunidad,72099,Moca Municipio,100
3622370,East Kingston CDP,36111,Ulster County,100
4062100,Reagan CDP,40069,Johnston County,100
1351576,Millwood CDP,13299,Ware County,100
3642972,Livonia Center CDP,36051,Livingston County,100
1700594,Alden CDP,17111,McHenry County,100
3281100,Walker Lake CDP,32021,Mineral County,100
2049525,Navarre CDP,20041,Dickinson County,100
3556810,Picuris Pueblo CDP,35055,Taos County,100
3985344,Williamsdale CDP,39017,Butler County,100
3728600,Gulf CDP,37037,Chatham County,100
2902584,Aurora Springs CDP,29131,Miller County,100
5016075,Coventry CDP,50019,Orleans County,100
0522300,Evansville CDP,05143,Washington County,100
3976568,The Plains CDP,39009,Athens County,100
4264440,Riceville CDP,42039,Crawford County,100
1960285,Otranto CDP,19131,Mitchell County,100
5083875,Whitingham CDP,50025,Windham County,100
4810852,Brundage CDP,48127,Dimmit County,100
1222375,Fisher Island CDP,12086,Miami-Dade County,100
4843432,Lolita CDP,48239,Jackson County,100
3060475,Radersburg CDP,30007,Broadwater County,100
4023850,Emet CDP,40069,Johnston County,100
7261590,Piedra Gorda comunidad,72027,Camuy Municipio,100
2880840,Winterville CDP,28151,Washington County,100
4250924,Morea CDP,42107,Schuylkill County,100
4644900,New Elm Spring Colony CDP,46067,Hutchinson County,100
2036741,Kickapoo Site 7 CDP,20013,Brown County,100
3464740,Rosenhayn CDP,34011,Cumberland County,100
4843960,Lopeño CDP,48505,Zapata County,100
1800140,Aberdeen CDP,18127,Porter County,100
3626649,Forestville CDP,36013,Chautauqua County,100
0852210,Mountain Meadows CDP,08013,Boulder County,100
2411550,Burnt Mills CDP,24031,Montgomery County,100
7260945,Peña Pobre comunidad,72103,Naguabo Municipio,100
4865876,Sarita CDP,48261,Kenedy County,100
1987330,Yarmouth CDP,19057,Des Moines County,100
2051810,Oaklawn-Sunview CDP,20173,Sedgwick County,100
2252250,Morrow CDP,22097,St. Landry Parish,100
2443475,Kennedyville CDP,24029,Kent County,100
5011725,Canaan CDP,50009,Essex County,100
3986422,Woodsdale CDP,39017,Butler County,100
1865358,Rockfield CDP,18015,Carroll County,100
4270996,Ski Gap CDP,42013,Blair County,100
2755366,Ronneby CDP,27009,Benton County,100
3682733,Woodbourne CDP,36105,Sullivan County,100
5584300,Waumandee CDP,55011,Buffalo County,100
4807486,Belterra CDP,48209,Hays County,100
1967530,River Sioux CDP,19085,Harrison County,100
3234700,Imlay CDP,32027,Pershing County,100
2560627,Seconsett Island CDP,25001,Barnstable County,100
4154527,Ochoco West CDP,41013,Crook County,100
4200372,Adamsville CDP,42039,Crawford County,100
5436292,Helen CDP,54081,Raleigh County,100
0829295,Garfield CDP,08015,Chaffee County,100
1243400,Masaryktown CDP,12053,Hernando County,100
5419060,Crooked Creek CDP,54045,Logan County,100
4625741,Grassland Colony CDP,46089,McPherson County,100
0852820,Mulford CDP,08045,Garfield County,100
3417815,Diamond Beach CDP,34009,Cape May County,100
4930900,Granite CDP,49035,Salt Lake County,100
4069392,Sportmans Shores CDP,40097,Mayes County,100
1257380,Pittman CDP,12069,Lake County,100
4205152,Belfast CDP,42095,Northampton County,100
3413990,Clyde CDP,34035,Somerset County,100
1761821,Prestbury CDP,17089,Kane County,100
3617398,Colton CDP,36089,St. Lawrence County,100
0612216,Cedar Flat CDP,06061,Placer County,100
3913834,Cherry Fork CDP,39001,Adams County,100
4516675,Coosawhatchie CDP,45053,Jasper County,100
0863650,Redstone CDP,08097,Pitkin County,100
1846422,Manilla CDP,18139,Rush County,100
0976400,Topstone CDP,09001,Fairfield County,100
5500150,Abrams CDP,55083,Oconto County,100
2972412,Tarsney Lakes CDP,29095,Jackson County,100
5160536,Paris CDP,51061,Fauquier County,100
4831640,Guthrie CDP,48269,King County,100
2181876,West Louisville CDP,21059,Daviess County,100
7236263,Ingenio comunidad,72137,Toa Baja Municipio,100
3017725,Corvallis CDP,30081,Ravalli County,100
0483475,Willow Canyon CDP,04019,Pima County,100
0571060,Uniontown CDP,05033,Crawford County,100
1740052,Kingston CDP,17001,Adams County,100
3267000,Silver Peak CDP,32009,Esmeralda County,100
3445450,Menlo Park Terrace CDP,34023,Middlesex County,100
3941552,Lakeside CDP,39123,Ottawa County,100
7264500,Pueblito del Río comunidad,72085,Las Piedras Municipio,100
4819714,Del Mar Heights CDP,48061,Cameron County,100
5343552,Marine View CDP,53025,Grant County,100
0617708,Cutler CDP,06107,Tulare County,100
1937875,Hutchins CDP,19081,Hancock County,100
4850742,Netos CDP,48427,Starr County,100
3444280,Marmora CDP,34009,Cape May County,100
3910128,Buffalo CDP,39059,Guernsey County,100
4246720,Mainville CDP,42037,Columbia County,100
2761204,Soudan CDP,27137,St. Louis County,100
0657011,Pierpoint CDP,06107,Tulare County,100
1984495,Weston CDP,19155,Pottawattamie County,100
0987455,Witches Woods CDP,09015,Windham County,100
1210350,Capitola CDP,12073,Leon County,100
4285088,Wilcox CDP,42047,Elk County,100
3568500,San Jose CDP,35047,San Miguel County,100
7211710,Campo Rico comunidad,72029,Canóvanas Municipio,100
0429850,Greer CDP,04001,Apache County,100
3525870,Faywood CDP,35017,Grant County,100
0674172,Stinson Beach CDP,06041,Marin County,100
3683283,Wurtsboro Hills CDP,36105,Sullivan County,100
5582450,Van Dyne CDP,55039,Fond du Lac County,100
1908020,Bradford CDP,19069,Franklin County,100
0602420,Arbuckle CDP,06011,Colusa County,100
0808290,Brandon CDP,08061,Kiowa County,100
3566960,Sandia Park CDP,35001,Bernalillo County,100
5466892,Rand CDP,54039,Kanawha County,100
6609500,Apotgan CDP,66010,Guam,100
3306020,Blodgett Landing CDP,33013,Merrimack County,100
0651028,New Cuyama CDP,06083,Santa Barbara County,100
0404710,Avenue B and C CDP,04027,Yuma County,100
1278063,Winding Cypress CDP,12021,Collier County,100
3551840,Newkirk CDP,35019,Guadalupe County,100
1878380,Van Bibber Lake CDP,18133,Putnam County,100
4727700,Frankewing CDP,47055,Giles County,100
3665926,Scottsburg CDP,36051,Livingston County,100
3006440,Big Stone Colony CDP,30013,Cascade County,100
1761860,Preston Heights CDP,17197,Will County,100
0608172,Bret Harte CDP,06099,Stanislaus County,100
3959724,Pancoastburg CDP,39047,Fayette County,100
3032350,Grant CDP,30001,Beaverhead County,100
3082750,Zurich CDP,30005,Blaine County,100
5016750,Danby CDP,50021,Rutland County,100
5079335,West Charlotte CDP,50007,Chittenden County,100
4865780,Santo CDP,48363,Palo Pinto County,100
0417810,Cutter CDP,04007,Gila County,100
0429603,Greenehaven CDP,04005,Coconino County,100
2626500,Eureka CDP,26037,Clinton County,100
4844145,Los Minerales CDP,48479,Webb County,100
1748567,Merritt CDP,17171,Scott County,100
4041680,Latta CDP,40123,Pontotoc County,100
4801594,Alamo Beach CDP,48057,Calhoun County,100
4231840,Guys Mills CDP,42039,Crawford County,100
5057625,Putney CDP,50025,Windham County,100
2618880,Cross Village CDP,26047,Emmet County,100
4841449,La Presa CDP,48479,Webb County,100
4270840,Simpson CDP,42069,Lackawanna County,100
7219665,Comerío zona urbana,72045,Comerío Municipio,100
1858644,Pence CDP,18171,Warren County,100
6652200,Naval Hospital CDP,66010,Guam,100
3970464,Sandyville CDP,39157,Tuscarawas County,100
3036333,Hilldale Colony CDP,30041,Hill County,100
3472870,Three Bridges CDP,34019,Hunterdon County,100
7248604,Magas Arriba comunidad,72059,Guayanilla Municipio,100
1807714,Bringhurst CDP,18015,Carroll County,100
4238632,Juniata Gap CDP,42013,Blair County,100
5485636,West Dunbar CDP,54039,Kanawha County,100
4860932,Realitos CDP,48131,Duval County,100
5127040,Fairview Beach CDP,51099,King George County,100
4216590,Cove Forge CDP,42013,Blair County,100
3665310,Saugerties South CDP,36111,Ulster County,100
3400160,Absecon Highlands CDP,34001,Atlantic County,100
4101700,Alpine CDP,41003,Benton County,100
1275275,Watergate CDP,12099,Palm Beach County,100
2430650,Friendship CDP,24003,Anne Arundel County,100
6641300,Liguan CDP,66010,Guam,100
1862856,Rainsville CDP,18171,Warren County,100
3049418,Midway Colony CDP,30073,Pondera County,100
3919596,Crystal Lakes CDP,39023,Clark County,100
